filename,width,height,class,xmin,ymin,xmax,ymax
damaged_apple--75-_jpg.rf.12f8f833d4ed098a1b23f2fac07c9015.jpg,307,164,apple,49,60,118,137
damaged_apple--2-_jpg.rf.15619444b4b24a36286174f203915dbb.jpg,194,259,damaged_apple,33,49,177,202
damaged_apple--128-_jpg.rf.19cf3d207aeaef0b44b139cf5dc7bf0a.jpg,296,171,apple,150,37,287,159
damaged_apple--128-_jpg.rf.19cf3d207aeaef0b44b139cf5dc7bf0a.jpg,296,171,damaged_apple,2,28,147,169
damaged_apple--23-_jpg.rf.197e8fd1f7ac5a7fe8f88898e1b735c5.jpg,183,276,damaged_apple,20,77,156,197
damaged_apple--218-_jpg.rf.155cf47cf3bc20184aaa854b51460098.jpg,259,194,damaged_apple,75,35,210,174
apple--114-_jpg.rf.0c0cc45af3f1c9450a4730531736a0fa.jpg,225,225,apple,73,62,169,160
apple--114-_jpg.rf.0c0cc45af3f1c9450a4730531736a0fa.jpg,225,225,apple,126,84,211,173
apple--114-_jpg.rf.0c0cc45af3f1c9450a4730531736a0fa.jpg,225,225,apple,20,116,102,204
apple--114-_jpg.rf.0c0cc45af3f1c9450a4730531736a0fa.jpg,225,225,apple,138,0,207,54
apple--259-_jpg.rf.193edaa6c9a30100d75c65db01f0f409.jpg,200,200,apple,56,66,146,153
damaged_apple--152-_jpg.rf.1f2a455bea5b563d3bdb5a35e6aeb6f2.jpg,260,194,damaged_apple,0,89,32,122
damaged_apple--152-_jpg.rf.1f2a455bea5b563d3bdb5a35e6aeb6f2.jpg,260,194,damaged_apple,76,73,106,98
damaged_apple--152-_jpg.rf.1f2a455bea5b563d3bdb5a35e6aeb6f2.jpg,260,194,damaged_apple,101,81,139,113
damaged_apple--152-_jpg.rf.1f2a455bea5b563d3bdb5a35e6aeb6f2.jpg,260,194,damaged_apple,138,79,181,119
damaged_apple--152-_jpg.rf.1f2a455bea5b563d3bdb5a35e6aeb6f2.jpg,260,194,damaged_apple,198,79,238,108
damaged_apple--152-_jpg.rf.1f2a455bea5b563d3bdb5a35e6aeb6f2.jpg,260,194,damaged_apple,184,110,218,143
damaged_apple--152-_jpg.rf.1f2a455bea5b563d3bdb5a35e6aeb6f2.jpg,260,194,damaged_apple,188,19,239,53
damaged_apple--266-_jpg.rf.1a3be9299aecd2fb0968449efd3ce249.jpg,259,194,damaged_apple,78,31,145,96
damaged_apple--266-_jpg.rf.1a3be9299aecd2fb0968449efd3ce249.jpg,259,194,damaged_apple,98,91,171,162
damaged_apple--266-_jpg.rf.1a3be9299aecd2fb0968449efd3ce249.jpg,259,194,damaged_apple,144,51,206,106
damaged_apple--260-_jpg.rf.1d24061018674fd7a734a6c4669eb728.jpg,222,227,damaged_apple,38,48,184,195
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,10,75,62,123
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,6,23,52,68
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,48,46,96,94
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,87,3,142,44
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,91,49,131,98
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,50,92,100,148
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,25,137,79,176
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,79,142,128,176
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,97,99,143,143
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,142,84,191,132
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,156,112,207,157
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,128,38,177,92
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,176,35,224,93
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,145,2,190,40
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,194,3,255,44
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,226,47,271,91
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,226,87,279,140
apple--206-_jpg.rf.1a36dc3245d1af2c0c270030fb10102e.jpg,284,177,apple,196,89,237,141
damaged_apple--164-_jpg.rf.20d72a02a849d9b35c335c0d20528a73.jpg,257,196,damaged_apple,8,41,133,154
apple--218-_jpg.rf.0de8e913921aa5e0aee37ae1b7985d2e.jpg,318,159,apple,2,46,80,113
apple--218-_jpg.rf.0de8e913921aa5e0aee37ae1b7985d2e.jpg,318,159,apple,235,53,306,125
apple--218-_jpg.rf.0de8e913921aa5e0aee37ae1b7985d2e.jpg,318,159,apple,217,16,292,76
apple--144-_jpg.rf.0a45dce40d991949df7dac8099498f55.jpg,256,192,apple,5,46,114,164
apple--144-_jpg.rf.0a45dce40d991949df7dac8099498f55.jpg,256,192,apple,95,9,199,82
apple--144-_jpg.rf.0a45dce40d991949df7dac8099498f55.jpg,256,192,apple,206,25,255,108
apple--144-_jpg.rf.0a45dce40d991949df7dac8099498f55.jpg,256,192,damaged_apple,62,83,197,187
apple--144-_jpg.rf.0a45dce40d991949df7dac8099498f55.jpg,256,192,damaged_apple,116,61,230,131
apple--237-_jpg.rf.0eaed2ebb84912793c9573a68988a7d0.jpg,262,193,apple,123,41,199,118
damaged_apple--301-_jpg.rf.1d4661898d280d0f0ce3dfe794c2e8b5.jpg,266,189,damaged_apple,52,46,153,153
damaged_apple--301-_jpg.rf.1d4661898d280d0f0ce3dfe794c2e8b5.jpg,266,189,damaged_apple,113,39,219,149
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,10,0,42,29
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,8,35,50,66
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,12,63,51,96
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,48,90,86,121
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,2,121,31,154
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,35,125,74,156
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,92,130,132,160
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,141,98,183,135
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,175,47,212,86
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,108,70,151,106
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,93,39,132,75
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,57,33,92,66
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,183,92,224,130
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,230,75,267,112
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,170,134,209,167
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,213,43,255,79
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,228,11,261,47
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,148,13,192,60
apple--118-_jpg.rf.22513179d86b211727327e37faafc718.jpg,292,173,apple,116,8,154,45
damaged_apple--231-_jpg.rf.1b84ac897bf10b6cf9d53e0ba6da05fd.jpg,276,183,apple,12,69,95,137
damaged_apple--231-_jpg.rf.1b84ac897bf10b6cf9d53e0ba6da05fd.jpg,276,183,damaged_apple,99,59,177,140
damaged_apple--231-_jpg.rf.1b84ac897bf10b6cf9d53e0ba6da05fd.jpg,276,183,damaged_apple,183,62,265,143
apple--257-_jpg.rf.264c19ee2e2dfefafcee076da566b22d.jpg,275,183,apple,61,32,114,51
apple--257-_jpg.rf.264c19ee2e2dfefafcee076da566b22d.jpg,275,183,apple,124,29,165,72
apple--257-_jpg.rf.264c19ee2e2dfefafcee076da566b22d.jpg,275,183,apple,61,53,124,113
damaged_apple--159-_jpg.rf.205a037fa234bf3432ee6ef07e8076f0.jpg,275,183,damaged_apple,70,45,198,154
damaged_apple--11-_jpg.rf.29452add788405afceb10163f9e213e4.jpg,259,194,damaged_apple,48,32,190,173
apple--366-_jpg.rf.25c6a31fccaf9f7491e79ceb25303509.jpg,259,194,apple,69,61,183,165
damaged_apple--184-_jpg.rf.243d46a860d33b05ec26de3e9d3cfd28.jpg,275,183,damaged_apple,45,24,122,101
damaged_apple--184-_jpg.rf.243d46a860d33b05ec26de3e9d3cfd28.jpg,275,183,damaged_apple,111,2,175,49
damaged_apple--184-_jpg.rf.243d46a860d33b05ec26de3e9d3cfd28.jpg,275,183,damaged_apple,121,39,187,112
damaged_apple--184-_jpg.rf.243d46a860d33b05ec26de3e9d3cfd28.jpg,275,183,damaged_apple,201,86,272,135
damaged_apple--184-_jpg.rf.243d46a860d33b05ec26de3e9d3cfd28.jpg,275,183,damaged_apple,9,100,65,158
damaged_apple--184-_jpg.rf.243d46a860d33b05ec26de3e9d3cfd28.jpg,275,183,damaged_apple,83,141,150,182
damaged_apple--184-_jpg.rf.243d46a860d33b05ec26de3e9d3cfd28.jpg,275,183,damaged_apple,146,137,196,180
damaged_apple--184-_jpg.rf.243d46a860d33b05ec26de3e9d3cfd28.jpg,275,183,damaged_apple,179,44,218,94
damaged_apple--167-_jpg.rf.2946ed17f20e0f4592c1d75f469ebaf0.jpg,420,120,damaged_apple,6,10,134,119
damaged_apple--167-_jpg.rf.2946ed17f20e0f4592c1d75f469ebaf0.jpg,420,120,damaged_apple,155,6,275,116
damaged_apple--167-_jpg.rf.2946ed17f20e0f4592c1d75f469ebaf0.jpg,420,120,damaged_apple,290,3,409,116
apple--53-_jpg.rf.251546750ef02d100b76b33716e12394.jpg,275,183,apple,84,95,130,146
apple--53-_jpg.rf.251546750ef02d100b76b33716e12394.jpg,275,183,apple,140,102,188,157
apple--53-_jpg.rf.251546750ef02d100b76b33716e12394.jpg,275,183,apple,122,22,162,44
apple--53-_jpg.rf.251546750ef02d100b76b33716e12394.jpg,275,183,apple,103,57,147,91
apple--107-_jpg.rf.2b7d7674416bf003f5a6b3303be47c10.jpg,259,194,damaged_apple,137,78,248,160
apple--107-_jpg.rf.2b7d7674416bf003f5a6b3303be47c10.jpg,259,194,damaged_apple,9,83,132,159
apple--107-_jpg.rf.2b7d7674416bf003f5a6b3303be47c10.jpg,259,194,apple,50,14,156,103
damaged_apple--100-_jpg.rf.2c831f4924db5cf778995f61a39d2e4a.jpg,259,194,damaged_apple,79,56,225,188
apple--180-_jpg.rf.09179228dcf26d0c75cc30da885e807e.jpg,268,188,apple,20,54,92,134
apple--180-_jpg.rf.09179228dcf26d0c75cc30da885e807e.jpg,268,188,apple,52,95,140,185
apple--180-_jpg.rf.09179228dcf26d0c75cc30da885e807e.jpg,268,188,apple,67,1,152,88
apple--180-_jpg.rf.09179228dcf26d0c75cc30da885e807e.jpg,268,188,apple,133,59,218,128
apple--180-_jpg.rf.09179228dcf26d0c75cc30da885e807e.jpg,268,188,apple,148,94,246,186
damaged_apple--109-_jpg.rf.2a2080d80aab8f34ec95b80c707fbca3.jpg,300,168,apple,200,115,267,165
damaged_apple--109-_jpg.rf.2a2080d80aab8f34ec95b80c707fbca3.jpg,300,168,damaged_apple,28,83,98,142
damaged_apple--109-_jpg.rf.2a2080d80aab8f34ec95b80c707fbca3.jpg,300,168,damaged_apple,32,1,115,45
damaged_apple--109-_jpg.rf.2a2080d80aab8f34ec95b80c707fbca3.jpg,300,168,damaged_apple,95,72,153,118
damaged_apple--109-_jpg.rf.2a2080d80aab8f34ec95b80c707fbca3.jpg,300,168,damaged_apple,76,135,129,165
damaged_apple--109-_jpg.rf.2a2080d80aab8f34ec95b80c707fbca3.jpg,300,168,damaged_apple,134,132,182,167
damaged_apple--109-_jpg.rf.2a2080d80aab8f34ec95b80c707fbca3.jpg,300,168,damaged_apple,159,17,236,87
damaged_apple--109-_jpg.rf.2a2080d80aab8f34ec95b80c707fbca3.jpg,300,168,damaged_apple,226,43,266,97
damaged_apple--109-_jpg.rf.2a2080d80aab8f34ec95b80c707fbca3.jpg,300,168,damaged_apple,42,43,123,100
damaged_apple--109-_jpg.rf.2a2080d80aab8f34ec95b80c707fbca3.jpg,300,168,damaged_apple,255,1,296,48
apple--189-_jpg.rf.29bf33cce39c0c2e2d5374eb38439918.jpg,275,184,apple,85,1,222,114
apple--189-_jpg.rf.29bf33cce39c0c2e2d5374eb38439918.jpg,275,184,apple,39,105,160,183
apple--189-_jpg.rf.29bf33cce39c0c2e2d5374eb38439918.jpg,275,184,apple,6,62,85,152
apple--189-_jpg.rf.29bf33cce39c0c2e2d5374eb38439918.jpg,275,184,apple,168,90,273,183
apple--189-_jpg.rf.29bf33cce39c0c2e2d5374eb38439918.jpg,275,184,apple,36,5,115,81
apple--189-_jpg.rf.29bf33cce39c0c2e2d5374eb38439918.jpg,275,184,apple,215,30,274,98
damaged_apple--267-_jpg.rf.24052a7069a8d35ce2e0232836c5496e.jpg,260,194,damaged_apple,33,90,118,169
apple--356-_jpg.rf.26bdaaae14b520757bca03efc4659152.jpg,307,164,apple,8,57,63,114
apple--356-_jpg.rf.26bdaaae14b520757bca03efc4659152.jpg,307,164,apple,49,58,112,114
apple--356-_jpg.rf.26bdaaae14b520757bca03efc4659152.jpg,307,164,apple,106,54,163,84
apple--356-_jpg.rf.26bdaaae14b520757bca03efc4659152.jpg,307,164,damaged_apple,106,66,178,115
damaged_apple--70-_jpg.rf.20edd8395a6dd2d019bd5ec16db122a3.jpg,203,248,damaged_apple,23,48,187,232
damaged_apple--106-_jpg.rf.314d0887d3d85ef5c30ce9a195e0cb84.jpg,275,183,damaged_apple,35,30,153,137
damaged_apple--106-_jpg.rf.314d0887d3d85ef5c30ce9a195e0cb84.jpg,275,183,damaged_apple,150,66,240,138
damaged_apple--198-_jpg.rf.2a60af9d7823bdcea04e5f3a87eb5f91.jpg,259,194,damaged_apple,66,13,155,99
damaged_apple--198-_jpg.rf.2a60af9d7823bdcea04e5f3a87eb5f91.jpg,259,194,damaged_apple,155,36,230,109
apple--128-_jpg.rf.2f7a933935a5f4102bf33098ff40deba.jpg,194,259,apple,87,92,129,134
apple--128-_jpg.rf.2f7a933935a5f4102bf33098ff40deba.jpg,194,259,apple,64,168,99,207
apple--128-_jpg.rf.2f7a933935a5f4102bf33098ff40deba.jpg,194,259,apple,110,172,145,216
apple--160-_jpg.rf.32df349f80b9e3e50c2627696b675c42.jpg,318,159,apple,1,92,46,153
apple--160-_jpg.rf.32df349f80b9e3e50c2627696b675c42.jpg,318,159,apple,79,46,126,103
apple--160-_jpg.rf.32df349f80b9e3e50c2627696b675c42.jpg,318,159,apple,114,41,174,98
apple--160-_jpg.rf.32df349f80b9e3e50c2627696b675c42.jpg,318,159,apple,170,30,232,89
apple--160-_jpg.rf.32df349f80b9e3e50c2627696b675c42.jpg,318,159,apple,117,98,167,152
apple--160-_jpg.rf.32df349f80b9e3e50c2627696b675c42.jpg,318,159,apple,159,89,220,155
apple--160-_jpg.rf.32df349f80b9e3e50c2627696b675c42.jpg,318,159,apple,210,117,265,158
apple--160-_jpg.rf.32df349f80b9e3e50c2627696b675c42.jpg,318,159,apple,220,66,277,122
apple--160-_jpg.rf.32df349f80b9e3e50c2627696b675c42.jpg,318,159,apple,256,74,310,127
apple--160-_jpg.rf.32df349f80b9e3e50c2627696b675c42.jpg,318,159,apple,118,9,176,55
apple--160-_jpg.rf.32df349f80b9e3e50c2627696b675c42.jpg,318,159,apple,176,2,234,26
damaged_apple--178-_jpg.rf.3059e13410549636f7fc4ca18d9cea3b.jpg,259,194,damaged_apple,153,79,225,148
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,271,101,311,136
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,0,0,49,25
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,84,97,170,161
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,85,7,114,21
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,1,104,76,158
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,57,103,87,162
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,167,106,236,160
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,234,116,311,162
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,176,0,232,31
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,35,8,86,34
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,229,1,309,49
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,154,14,228,72
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,35,21,81,67
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,266,24,310,79
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,127,23,160,81
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,68,17,143,96
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,1,21,48,91
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,228,53,269,101
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,191,69,269,126
apple--100-_jpg.rf.2e8aaf48f79352b7cf59c1dba9268d26.jpg,311,162,apple,123,81,179,118
damaged_apple--153-_jpg.rf.1e1d77dcbc0fae73ebb55aee817fa7ec.jpg,293,172,apple,14,25,89,93
damaged_apple--153-_jpg.rf.1e1d77dcbc0fae73ebb55aee817fa7ec.jpg,293,172,damaged_apple,83,68,157,138
damaged_apple--153-_jpg.rf.1e1d77dcbc0fae73ebb55aee817fa7ec.jpg,293,172,damaged_apple,142,53,221,137
apple--204-_jpg.rf.358bdedf755ea7fdb4a7644928bb4fab.jpg,276,183,apple,31,50,144,158
apple--204-_jpg.rf.358bdedf755ea7fdb4a7644928bb4fab.jpg,276,183,apple,151,43,255,150
apple--86-_jpg.rf.317ae9e7cb27a8f14d084a80828baf21.jpg,318,159,apple,13,103,88,154
apple--86-_jpg.rf.317ae9e7cb27a8f14d084a80828baf21.jpg,318,159,apple,56,18,129,95
apple--86-_jpg.rf.317ae9e7cb27a8f14d084a80828baf21.jpg,318,159,apple,155,56,230,128
damaged_apple--143-_jpg.rf.3227b0b0fe96dd3d3f188ec1fbf142f4.jpg,248,203,apple,78,111,142,168
damaged_apple--143-_jpg.rf.3227b0b0fe96dd3d3f188ec1fbf142f4.jpg,248,203,damaged_apple,159,111,228,168
damaged_apple--19-_jpg.rf.2fcc41033887b560e41d8d8509bf69cf.jpg,262,192,apple,63,51,128,115
damaged_apple--19-_jpg.rf.2fcc41033887b560e41d8d8509bf69cf.jpg,262,192,apple,29,43,96,99
damaged_apple--19-_jpg.rf.2fcc41033887b560e41d8d8509bf69cf.jpg,262,192,apple,129,45,192,89
damaged_apple--19-_jpg.rf.2fcc41033887b560e41d8d8509bf69cf.jpg,262,192,damaged_apple,130,69,231,157
apple--177-_jpg.rf.2f03f8510e7c647b879d8b02e7ac7bff.jpg,275,183,damaged_apple,76,53,201,163
damaged_apple--328-_jpg.rf.2ef4b622fec7eab189cd4cf4b1527594.jpg,276,183,apple,24,40,133,123
damaged_apple--328-_jpg.rf.2ef4b622fec7eab189cd4cf4b1527594.jpg,276,183,damaged_apple,135,45,240,136
apple--133-_jpg.rf.332b655311a2bf3ff6a7b8afde6bdc04.jpg,289,174,apple,0,42,29,77
apple--133-_jpg.rf.332b655311a2bf3ff6a7b8afde6bdc04.jpg,289,174,apple,15,95,72,156
apple--133-_jpg.rf.332b655311a2bf3ff6a7b8afde6bdc04.jpg,289,174,apple,81,72,131,119
apple--133-_jpg.rf.332b655311a2bf3ff6a7b8afde6bdc04.jpg,289,174,apple,162,74,233,135
apple--133-_jpg.rf.332b655311a2bf3ff6a7b8afde6bdc04.jpg,289,174,apple,219,8,280,64
apple--133-_jpg.rf.332b655311a2bf3ff6a7b8afde6bdc04.jpg,289,174,apple,251,69,288,101
damaged_apple--163-_jpg.rf.39433564bb831bf98b79f345d8739d05.jpg,214,236,damaged_apple,43,54,197,204
apple--361-_jpg.rf.33f93bb2e5242d26de451968e0dda1f2.jpg,201,251,apple,1,124,51,193
apple--361-_jpg.rf.33f93bb2e5242d26de451968e0dda1f2.jpg,201,251,apple,14,186,103,247
apple--361-_jpg.rf.33f93bb2e5242d26de451968e0dda1f2.jpg,201,251,apple,57,121,151,189
apple--361-_jpg.rf.33f93bb2e5242d26de451968e0dda1f2.jpg,201,251,apple,108,183,200,245
apple--361-_jpg.rf.33f93bb2e5242d26de451968e0dda1f2.jpg,201,251,apple,155,124,200,181
apple--361-_jpg.rf.33f93bb2e5242d26de451968e0dda1f2.jpg,201,251,apple,9,66,90,131
apple--361-_jpg.rf.33f93bb2e5242d26de451968e0dda1f2.jpg,201,251,apple,96,73,171,140
apple--361-_jpg.rf.33f93bb2e5242d26de451968e0dda1f2.jpg,201,251,apple,48,24,123,84
apple--361-_jpg.rf.33f93bb2e5242d26de451968e0dda1f2.jpg,201,251,apple,136,27,200,76
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,39,82,89,147
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,1,83,53,158
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,130,102,189,163
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,169,101,224,172
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,79,128,131,176
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,94,140,170,212
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,18,144,86,209
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,160,169,219,223
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,32,173,106,225
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,103,211,137,225
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,216,29,225,74
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,165,32,217,80
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,139,33,203,99
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,72,53,141,133
apple--112-_jpg.rf.3833ce1ff32de273411c13a62737bf04.jpg,225,225,apple,190,79,225,110
damaged_apple--191-_jpg.rf.394fe1a0d204c948edc59d349f4159e2.jpg,266,189,damaged_apple,39,106,139,176
damaged_apple--191-_jpg.rf.394fe1a0d204c948edc59d349f4159e2.jpg,266,189,damaged_apple,28,6,133,101
damaged_apple--191-_jpg.rf.394fe1a0d204c948edc59d349f4159e2.jpg,266,189,damaged_apple,130,50,234,142
damaged_apple--191-_jpg.rf.394fe1a0d204c948edc59d349f4159e2.jpg,266,189,damaged_apple,122,0,237,71
apple--171-_jpg.rf.35ab98ad945d78c510d429eb06b7f99f.jpg,225,225,apple,37,32,200,205
damaged_apple--4-_jpg.rf.331419222a6cb84dc479e18b09c7a216.jpg,168,299,damaged_apple,4,197,103,298
apple--226-_jpg.rf.39734b3e2ec0e69b4b9032fea7ac745c.jpg,272,185,apple,13,31,93,126
apple--226-_jpg.rf.39734b3e2ec0e69b4b9032fea7ac745c.jpg,272,185,damaged_apple,61,58,175,157
damaged_apple--25-_jpg.rf.3867d38111316151493dc55b6822aed2.jpg,275,183,damaged_apple,41,20,184,147
apple--220-_jpg.rf.3bb33d133ecffe7db667cece63299cba.jpg,275,183,apple,31,43,126,139
apple--220-_jpg.rf.3bb33d133ecffe7db667cece63299cba.jpg,275,183,apple,154,44,248,139
damaged_apple--321-_jpg.rf.3b90b0de4a83510ee1d63d4176afcb4a.jpg,240,210,apple,92,87,169,157
damaged_apple--321-_jpg.rf.3b90b0de4a83510ee1d63d4176afcb4a.jpg,240,210,apple,84,29,152,73
damaged_apple--321-_jpg.rf.3b90b0de4a83510ee1d63d4176afcb4a.jpg,240,210,apple,139,62,201,114
damaged_apple--321-_jpg.rf.3b90b0de4a83510ee1d63d4176afcb4a.jpg,240,210,damaged_apple,33,54,105,117
damaged_apple--331-_jpg.rf.36f5f2e4f74f072eac12e0531fa9c713.jpg,260,194,damaged_apple,73,36,186,150
apple--124-_jpg.rf.39965255d7b941f2f4ec1e517b57f928.jpg,300,168,apple,32,79,88,133
apple--124-_jpg.rf.39965255d7b941f2f4ec1e517b57f928.jpg,300,168,apple,100,88,159,147
apple--124-_jpg.rf.39965255d7b941f2f4ec1e517b57f928.jpg,300,168,apple,123,30,175,76
apple--124-_jpg.rf.39965255d7b941f2f4ec1e517b57f928.jpg,300,168,apple,165,2,220,53
apple--124-_jpg.rf.39965255d7b941f2f4ec1e517b57f928.jpg,300,168,apple,201,28,256,80
apple--124-_jpg.rf.39965255d7b941f2f4ec1e517b57f928.jpg,300,168,apple,158,51,212,96
apple--124-_jpg.rf.39965255d7b941f2f4ec1e517b57f928.jpg,300,168,damaged_apple,141,107,206,164
apple--124-_jpg.rf.39965255d7b941f2f4ec1e517b57f928.jpg,300,168,damaged_apple,245,115,271,152
apple--201-_jpg.rf.322593c5d21a68a4f5e201746f1541a3.jpg,259,194,apple,58,56,123,120
apple--201-_jpg.rf.322593c5d21a68a4f5e201746f1541a3.jpg,259,194,apple,72,70,161,161
apple--303-_jpg.rf.3cd94b2901fd9e9443e6c4e4cbcc49c9.jpg,259,195,apple,12,32,64,73
apple--303-_jpg.rf.3cd94b2901fd9e9443e6c4e4cbcc49c9.jpg,259,195,apple,25,55,81,100
apple--303-_jpg.rf.3cd94b2901fd9e9443e6c4e4cbcc49c9.jpg,259,195,apple,46,79,99,121
apple--303-_jpg.rf.3cd94b2901fd9e9443e6c4e4cbcc49c9.jpg,259,195,apple,58,24,108,68
apple--303-_jpg.rf.3cd94b2901fd9e9443e6c4e4cbcc49c9.jpg,259,195,apple,76,46,128,80
apple--303-_jpg.rf.3cd94b2901fd9e9443e6c4e4cbcc49c9.jpg,259,195,apple,101,69,147,114
apple--303-_jpg.rf.3cd94b2901fd9e9443e6c4e4cbcc49c9.jpg,259,195,apple,147,61,201,105
apple--303-_jpg.rf.3cd94b2901fd9e9443e6c4e4cbcc49c9.jpg,259,195,apple,128,35,178,69
apple--303-_jpg.rf.3cd94b2901fd9e9443e6c4e4cbcc49c9.jpg,259,195,apple,109,18,155,54
